Title,Author,ISBN,Bookshelves,Date Read
The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,9780300125771,Finished reading,""
The Wisdom of Crowds,James Surowiecki,9780385721707,Finished reading,""
Narrative across Media: The Languages of Storytelling,Marie-Laure Ryan,9780803289932,Finished reading,""
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,9780060731335,Finished reading,""
"New Media, 1740-1915",Lisa Gitelman,9780262572286,Finished reading,""
Grown Up Digital: How the Net Generation Is Changing Your World,Don Tapscott,9780071508636,Finished reading,""
"Border Citizens: The Making of Indians, Mexicans, and Anglos in Arizona",Eric V. Meeks,9780292716995,Finished reading,""
"Mexican Chicago: Race, identity and Nation, 1916-39",Gabriela F. Arredondo,9780252074974,Finished reading,""
"The Bad City in the Good War: San Francisco, Los Angeles, Oakland, and San Diego",Roger W. Lotchin,9780253215468,Finished reading,""
"The Return of the Native: Indians and Myth-Making in Spanish America, 1810-1930",Rebecca Earle,9780822340843,Finished reading,""
The Name of War: King Philip's War and the Origins of American Identity,Jill Lepore,9780375702624,Finished reading,""
Moon of Popping Trees,Rex Alan Smith,9780803291201,Finished reading,""
The COINTELPRO Papers: Documents from the FBI's Secret Wars Against Dissent in the United States,Ward Churchill,9780896086487,Finished reading,""
American Indian Ethnic Renewal: Red Power and the Resurgence of Identity and Culture,Joane Nagel,9780195120639,Finished reading,""
"The Middle Ground: Indians, Empires, and Republics in the Great Lakes Region, 1650 - 1815",Richard White,9780521424608,Finished reading,""
"The Fate of Their Country: Politicians, Slavery Extension, and the Coming of the Civil War",Michael F. Holt,9780809044399,Finished reading,""
Promises to Keep: The United States Since World War II,Paul S. Boyer,9780618433834,Finished reading,""
The Great Plains,Walter Prescott Webb,9780803297029,Finished reading,""
No One Ever Asked Me: The World War II Memoirs of an Omaha Indian Soldier,Hollis D. Stabler,9780803220836,Finished reading,""
"Hope in Hard Times: New Deal Photographs of Montana, 1936-1942",Mary Murphy,9780917298813,Finished reading,""
Hostiles?: The Lakota Ghost Dance and Buffalo Bill’s Wild West,Sam A. Maddra,9780806137438,Finished reading,""
"A Midwife's Tale: The Life of Martha Ballard, Based on Her Diary, 1785-1812",Laurel Thatcher Ulrich,9780394568447,Finished reading,""
In the Devil's Snare: The Salem Witchcraft Crisis of 1692,Mary Beth Norton,9780375407093,Finished reading,""
"In the Presence of Mine Enemies: The Civil War in the Heart of America, 1859-1863",Edward L. Ayers,9780393057867,Finished reading,""
Ecological Imperialism,Alfred W. Crosby,9780521837323,Finished reading,""
"Refinement Of America, The: Persons, Houses, Cities",Richard L. Bushman,9780394550107,Finished reading,""
"Roll, Jordan, Roll: The World the Slaves Made",Eugene D. Genovese,9780394491318,Finished reading,""
"Beyond the Alamo: Forging Mexican Ethnicity in San Antonio, 1821-1861",Raul A. Ramos,9780807832073,Finished reading,""
A Century's Journey: How The Great Powers Shape The World,Robert Pastor,9780465054756,Finished reading,""
The Great Arizona Orphan Abduction,Linda Gordon,9780674005358,Finished reading,""
Class Struggles,Dennis Dworkin,9781405801386,Finished reading,""
A Century of Genocide: Utopias of Race and Nation,Eric D. Weitz,9780691122717,Finished reading,""
The Butcher's Tale: Murder and Anti-Semitism in a German Town,Helmut Walser Smith,9780393325058,Finished reading,""
Telling the Truth About History,Joyce Appleby,9780393312867,Finished reading,""
Uphill against Water: The Great Dakota Water War,Peter Carrels,9780803263970,Finished reading,""
The Way to the West: Essays on the Central Plains,Elliott West,9780826316530,Finished reading,""
Nature's Metropolis: Chicago and the Great West,William Cronon,9780393029215,Finished reading,""
America Divided: The Civil War Of The 1960s,Maurice Isserman,9780195319859,Finished reading,""
The End of Reform : New Deal Liberalism in Recession and War,Alan Brinkley,9780394535739,Finished reading,""
The Nebraska-Kansas Act of 1854,John R. Wunder,9780803248229,Finished reading,""
"Imagining la Chica Moderna: Women, Nation, and Visual Culture in Mexico, 1917-1936",Joanne Hershfield,9780822342380,Finished reading,""
Uncovering the Sixties: The Life and Times of the Underground Press,Abe Peck,9780806512259,Finished reading,""
Ronald Reagan The Movie: And Other Episodes in Political Demonology,Michael Rogin,9780520064690,Finished reading,""
Native Activism in Cold War America: The Struggle for Sovereignty,Daniel M. Cobb,9780700615971,Finished reading,""
Red Power: The American Indians' Fight for Freedom,Alvin M. Joseph Jr.,9780803225879,Finished reading,""
Loud Hawk: The United States Versus the American Indian Movement,Kenneth S. Stern,9780806125879,Finished reading,""
"American Indian Mafia: An FBI Agent's True Story about Wounded Knee, Leonard Peltier, and the American Indian Movement (Aim)",Joseph H. Trimbach,9780979585500,Finished reading,""
"Cultural Politics In Revolution: Teachers, Peasants, And Schools In Mexico, 1930-1940",Mary Kay Vaughan,9780816516759,Finished reading,""
"Hello, Hello Brazil: Popular Music in the Making of Modern Brazil",Bryan McCann,9780822332848,Finished reading,""
Their Own Frontier: Women Intellectuals Re-Visioning the American West,Shirley Anne Leckie,9780803229587,Finished reading,""
An Empire Wilderness: Travels into America's Future,Robert D. Kaplan,9780679776871,Finished reading,""
Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,9780061914171,Finished reading,""
The Cold War American West,Kevin J. Fernlund,9780826319852,Finished reading,""
War of a Thousand Deserts: Indian Raids and the U.S.-Mexican War,Brian DeLay,9780300119329,Finished reading,""
The Billy the Kid Reader,Frederick Nolan,9780806138497,Finished reading,""
"Quest for the Golden Circle: The Four Corners and the Metropolitan West, 1945-1970",Arthur R. Gomez,9780700610655,Finished reading,""
Inventing Wyatt Earp: His Life and Many Legends,Allen Barra,9780785814948,Finished reading,""
Magic Lands: Western Cityscapes and American Culture After 1940,John M. Findlay,9780520084353,Finished reading,""
"The Colonel and Little Missie: Buffalo Bill, Annie Oakley, and the Beginnings of Superstardom in America",Larry McMurtry,9780743271721,Finished reading,""
"Rough Crossings: Britain, the Slaves and the American Revolution",Simon Schama,9780060539160,Finished reading,""
The Civil War: A Narrative,Shelby Foote,9780307290465,Finished reading,""
Slave Counterpoint: Black Culture in the Eighteenth-Century Chesapeake and Lowcountry,Philip D. Morgan,9780807847176,Finished reading,""
From Dissertation to Book,William P. Germano,9780226288468,Finished reading,""
"American Massacre: The Tragedy at Mountain Meadows, September 1857",Sally Denton,9780375726361,Finished reading,""
Professors as Writers: A Self-Help Guide to Productive Writing,Robert Boice,9780913507131,Finished reading,""
Not Without Honor: The History of American Anticommunism,Richard Gid Powers,9780300074703,Finished reading,""
The Elements Of Style,William Strunk Jr.,9789562916462,Finished reading,""
Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America's Enemies,M. Stanton Evans,9781400081059,Finished reading,""
West of Emerson: The Design of Manifest Destiny,Kris Fresonke,9780520225091,Finished reading,""
This Mighty Scourge: Perspectives on the Civil War,James M. McPherson,9780195313666,Finished reading,""
The Portable Walt Whitman,Walt Whitman,9780142437681,Finished reading,""
"Executive Orders (Jack Ryan, #8)",Tom Clancy,9780399144295,Finished reading,""
"The Destruction of the Bison: An Environmental History, 1750-1920",Andrew C. Isenberg,9780521771726,Finished reading,""
Slavery and American Economic Development,Gavin Wright,9780807131831,Finished reading,""
Divided Union: The Politics of War in the Early American Republic,Scott A. Silverstone,9780801442308,Finished reading,""
Andrew Jackson and His Indian Wars,Robert V. Remini,9780670910250,Finished reading,""
The Metropolitan Frontier: Cities in the Modern American West,Carl Abbott,9780816515707,Finished reading,""
"American Agriculture and the Problem of Monopoly: The Political Economy of Grain Belt Farming, 1953-1980",Jon K. Lauck,9780803229327,Finished reading,""
Kill the Cowboy: A Battle of Mythology in the New West,Sharman Apt Russell,9780803289857,Finished reading,""
The Year of Decision 1846,Bernard DeVoto,9780312267940,Finished reading,""
Stagecoach: Wells Fargo and the American West,Philip L. Fradkin,9780743213608,Finished reading,""
Making Indian Law: The Hualapai Land Case and the Birth of Ethnohistory,Christian W. McMillen,9780300114607,Finished reading,""
Nothing to Fear: FDR's Inner Circle and the Hundred Days That Created Modern America,Adam Cohen,9781594201967,Finished reading,""
"The Contested Plains: Indians, Goldseekers, and the Rush to Colorado",Elliott West,9780700610297,Finished reading,""
Theodore Rex,Edmund Morris,9780812966008,Finished reading,""
The Legacy of Conquest: The Unbroken Past of the American West,Patricia Nelson Limerick,9780393304978,Finished reading,""
The Female Frontier: A Comparative View of Women on the Prairie and the Plains,Glenda Riley,9780700604241,Finished reading,""
Waterlily,Ella Cara Deloria,9780803265790,Finished reading,""
Indians and the American West in the Twentieth Century,Donald Lee Parman,9780253208927,Finished reading,""
Main Street in Crisis: The Great Depression and the Old Middle Class on the Northern Plains,Catherine McNicol Stock,9780807846896,Finished reading,""
Virgin Land: The American West as Symbol and Myth,Henry Nash Smith,9780674939554,Finished reading,""
Remembering the Good War: Minnesota's Greatest Generation,Thomas Saylor,9780873516051,Finished reading,""
Old Jules,Mari Sandoz,9780803293243,Finished reading,""
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk,9780803283855,Finished reading,""
Original Meanings: Politics and Ideas in the Making of the Constitution,Jack N. Rakove,9780679781219,Finished reading,""
Cheyenne Autumn,Mari Sandoz,9780803293410,Finished reading,""
Miles Gone By: A Literary Biography,William F. Buckley Jr.,9780895260895,Finished reading,""
Crazy Horse: The Strange Man of the Oglalas,Mari Sandoz,9780803293199,Finished reading,""
Eugene McCarthy: The Rise and Fall of Postwar American Liberalism,Dominic Sandbrook,9781400077908,Finished reading,""
The Defining Moment: FDR's Hundred Days and the Triumph of Hope,Jonathan Alter,9780743246019,Finished reading,""
The Right Nation: Conservative Power in America,John Micklethwait,9780143035398,Finished reading,""
Blood Narrative: Indigenous Identity in American Indian and Maori Literary and Activist Texts,Chadwick Allen,9780822329299,Finished reading,""
The Last Campaign: Robert F. Kennedy and 82 Days That Inspired America,Thurston Clarke,9780805077926,Finished reading,""
"The Creation of the American Republic, 1776-1787",Gordon S. Wood,9780807847237,Finished reading,""
Under an Open Sky: Rethinking America's Western Past,William Cronon,9780393310634,Finished reading,""
"Ronald Reagan: Fate, Freedom, and the Making of History",John Patrick Diggins,9780393060225,Finished reading,""
The African Origin of Civilization: Myth or Reality,Cheikh Anta Diop,9781556520723,Finished reading,""
What Is the What,Dave Eggers,9780307385901,Finished reading,""
Phyllis Schlafly and Grassroots Conservatism: A Woman's Crusade,Donald T. Critchlow,9780691070025,Finished reading,""
General Lee's Army: From Victory to Collapse,Joseph T. Glatthaar,9780684827872,Finished reading,""
The Liberal Hour: Washington and the Politics of Change in the 1960s,G. Calvin Mackenzie,9781594201707,Finished reading,""
Democracy in America,Alexis de Tocqueville,9780140447606,Finished reading,""
The Origins of the Urban Crisis: Race and Inequality in Postwar Detroit,Thomas J. Sugrue,9780691121864,Finished reading,""
What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas Frank,9780805077742,Finished reading,""
Up Against the Wall: Violence in the Making and Unmaking of the Black Panther Party,Curtis J. Austin,9781557288752,Finished reading,""
Camelot & the Cultural Revolution: How the Assassination of John F. Kennedy Shattered American Liberalism,James Piereson,9781594031885,Finished reading,""
The Jungle,Upton Sinclair,9780743487627,Finished reading,""
American Pharaoh: Mayor Richard J. Daley - His Battle for Chicago and the Nation,Adam Cohen,9780316834896,Finished reading,""
"Voices of the American Past, Volume 2: Documents in U.S. History",Raymond M. Hyser,9780495096757,Finished reading,""
A Nation of Victims: The Decay of the American Character,Charles J. Sykes,9780312098827,Finished reading,""
Case Closed: Lee Harvey Oswald and the Assassination of JFK,Gerald Posner,9781400034628,Finished reading,""
American Empire: The Realities and Consequences of U.S. Diplomacy,Andrew J. Bacevich,9780674013759,Finished reading,""
Destructive Generation: Second Thoughts About the Sixties,Peter Collier,9781594030826,Finished reading,""
Grassroots Resistance: Social Movements In Twentieth Century America,Robert A. Goldberg,9780881338966,Finished reading,""
Lincoln and the Decision for War: The Northern Response to Secession,Russell A. McClintock,9780807831885,Finished reading,""
In Search of the Black Panther Party: New Perspectives on a Revolutionary Movement,Jama Lazerow,9780822338901,Finished reading,""
Gettysburg,Stephen W. Sears,9780395867617,Finished reading,""
Freedom Dreams: The Black Radical Imagination,Robin D.G. Kelley,9780807009772,Finished reading,""
Lincoln: The Biography of a Writer,Fred  Kaplan,9780060773342,Finished reading,""
"Debating the 1960s: Liberal, Conservative, and Radical Perspectives",Michael W. Flamm,9780742522138,Finished reading,""
"The Great Upheaval: America and the Birth of the Modern World, 1788-1800",Jay Winik,9780060083137,Finished reading,""
The Dull Knifes of Pine Ridge: A Lakota Odyssey,Joe Starita,9780803292949,Finished reading,""
The Countryside in the Age of the Modern State: Political Histories of Rural America,Catherine McNicol Stock,9780801487712,Finished reading,""
Around the Sacred Fire: Native Religious Activism in the Red Power Era,James Treat,9780252075018,Finished reading,""
"The End of Commitment: Intellectuals, Revolutionaries, and Political Morality",Paul Hollander,9781566636889,Finished reading,""
The Unraveling of America: A History of Liberalism in the 1960s,Allen J. Matusow,9780061320583,Finished reading,""
The Liberals' Moment: The McGovern Insurgency and the Identity Crisis of the Democratic Party,Bruce Miroff,9780700615469,Finished reading,""
The Movement and the Sixties,Terry H. Anderson,9780195104578,Finished reading,""
The Rise of American Democracy: Jefferson to Lincoln,Sean Wilentz,9780393058208,Finished reading,""
When the cheering stopped: The last years of Woodrow Wilson (Time reading program special edition),Gene   Smith,9780809436712,Finished reading,""
"Law and Order: Street Crime, Civil Unrest, and the Crisis of Liberalism in the 1960s",Michael W. Flamm,9780231115131,Finished reading,""
Crisis of the House Divided: An Interpretation of the Issues in the Lincoln-Douglas Debates,Harry V. Jaffa,9780226391137,Finished reading,""
The Buffalo Hunters: The Story of the Hide Men,Mari Sandoz,9780803258839,Finished reading,""
Violence Over the Land: Indians and Empires in the Early American West,Ned Blackhawk,9780674027206,Finished reading,""
"Lakota and Cheyenne: Indian Views of the Great Sioux War, 1876–1877",Jerome A. Greene,9780806132457,Finished reading,""
"""We Are Still Here"": American Indians in the Twentieth Century",Peter Iverson,9780882959405,Finished reading,""
"Indian Territory and the United States, 1866–1906: Courts, Government, and the Movement for Oklahoma Statehood",Jeffrey Burton,9780806129181,Finished reading,""
Playing Indian,Philip J. Deloria,9780300080674,Finished reading,""
Conquest by Law: How the Discovery of America Dispossessed Indigenous Peoples of Their Lands,Lindsay G. Robertson,9780195314892,Finished reading,""
When Trumpets Call: Theodore Roosevelt After the White House,Patricia O'Toole,9780684864785,Finished reading,""
Blood and Thunder: The Epic Story of Kit Carson & the Conquest of the American West,Hampton Sides,9781400031108,Finished reading,""
FDR,Jean Edward Smith,9781400061211,Finished reading,""
The Forgotten Man: A New History of the Great Depression,Amity Shlaes,9780224063128,Finished reading,""
God and Ronald Reagan: A Spiritual Life,Paul Kengor,9780060571429,Finished reading,""
Arrest the Music!: Fela and His Rebel Art and Politics,Tejumola Olaniyan,9780253217189,Finished reading,""
Nixonland: The Rise of a President and the Fracturing of America,Rick Perlstein,9780743243025,Finished reading,""
African Perspectives on Colonialism,A. Adu Boahen,9780801839313,Finished reading,""
Paul Wellstone: The Life of a Passionate Progressive,Bill Lofy,9780472031191,Finished reading,""
Republican Women: Feminism and Conservatism from Suffrage through the Rise of the New Right,Catherine E. Rymph,9780807856529,Finished reading,""
"The American West: A Modern History, 1900 to the Present",Richard W. Etulain,9780803260221,Finished reading,""
"The Age of Reagan: A History, 1974-2008",Sean Wilentz,9780060744809,Finished reading,""
It's Your Misfortune and None of My Own: A New History of the American West,Richard White,9780806125671,Finished reading,""
The Conservative Ascendancy: How the GOP Right Made Political History,Donald T. Critchlow,9780674026209,Finished reading,""
Buffalo Nation: American Indian Efforts to Restore the Bison,Ken Zontek,9780803299221,Finished reading,""
The Political Culture of the New West,Jeff Roche,9780700616145,Finished reading,""
"The Roots of Dependency: Subsistance, Environment, and Social Change among the Choctaws, Pawnees, and Navajos",Richard White,9780803297241,Finished reading,""
"Public Lands and Political Meaning: Ranchers, the Government, and the Property between Them",Karen R. Merrill,9780520228627,Finished reading,""
The Black West: A Documentary and Pictorial History of the African American Role in the Westward Expansion of the United States,William Loren Katz,9780767912310,Finished reading,""
Reapers of the Dust: A Prairie Chronicle,Lois Phillips Hudson,9780873511773,Finished reading,""
Victorian West: Class and Culture in Kansas Cattle Towns,C. Robert Haywood,9780700606245,Finished reading,""
A Prairie Populist: The Memoirs of Luna Kellie,Luna Kellie,9780877453697,Finished reading,""
Roughing It,Mark Twain,9780743436502,Finished reading,""
"Indian Metropolis: Native Americans in Chicago, 1945-75",James B. LaGrand,9780252072963,Finished reading,""
Nixon and Kissinger: Partners in Power,Robert Dallek,9780060722302,Finished reading,""
Lewis and Clark among the Indians,James P. Ronda,9780803289901,Finished reading,""
The French and Indian War: Deciding the Fate of North America,Walter R. Borneman,9780060761844,Finished reading,""
A River Running West: The Life of John Wesley Powell,Donald Worster,9780195156355,Finished reading,""
The Populist Response to Industrial America: Midwestern Populist Thought,Norman Pollack,9780674690516,Finished reading,""
"What Nature Suffers to Groe: Life, Labor, and Landscape on the Georgia Coast, 1680-1920",Mart A. Stewart,9780820324593,Finished reading,""
"From Trust To Terror The onset of the cold war, 1945-1950",Herbert Feis,9780393054255,Finished reading,""
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,9780785289081,Finished reading,""
The Battle for Los Angeles: Racial Ideology and World War II,Kevin Allen Leonard,9780826340474,Finished reading,""
The Federal Landscape: An Economic History of the Twentieth-Century West,Gerald D. Nash,9780816519880,Finished reading,""
"The Teeth of the Tiger (Jack Ryan Universe, #12)",Tom Clancy,9780141004921,Finished reading,""
Rural West Since World War II,R. Douglas Hurt,9780700608782,Finished reading,""
"A Spirited Resistance: The North American Indian Struggle for Unity, 1745-1815",Gregory Evans Dowd,9780801842368,Finished reading,""
Race and Reunion: The Civil War in American Memory,David W. Blight,9780674003323,Finished reading,""
"The Confederate War: How Popular Will, Nationalism and Military Strategy Could Not Stave Off Defeat",Gary W. Gallagher,9780674160552,Finished reading,""
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,9780425172902,Finished reading,""
Indian Frontier 1846-1890 REV. Ed.,Robert M. Utley,9780826329981,Finished reading,""
"Revising Your Dissertation, Updated Edition: Advice from Leading Editors",Beth Luey,9780520254015,Finished reading,""
How to Write a Lot: A Practical Guide to Productive Academic Writing,Paul J. Silvia,9781591477433,Finished reading,""
Two Leggings: The Making of a Crow Warrior,Peter Nabokov,9780803283510,Finished reading,""
Robert Altman's McCabe & Mrs. Miller: Reframing the American West,Robert T. Self,9780700615513,Finished reading,""
Paradise Paved: The Challenge of Growth in the New West,Raye Carleson Ringholz,9780874805116,Finished reading,""
Affairs of Honor: National Politics in the New Republic,Joanne B. Freeman,9780300097559,Finished reading,""
"Yankee Don't Go Home!: Mexican Nationalism, American Business Culture, and the Shaping of Modern Mexico, 1920-1950",Julio Moreno,9780807854785,Finished reading,""
Bad Land: An American Romance,Jonathan Raban,9780679759065,Finished reading,""
The Postal Age: The Emergence of Modern Communications in Nineteenth-Century America,David M. Henkin,9780226327211,Finished reading,""
"Crossing the Next Meridian: Land, Water, and the Future of the West",Charles F. Wilkinson,9781559631495,Finished reading,""
Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,9781594200939,Finished reading,""
Empires in the Sun: The Rise of the New American West,Peter Wiley,9780816509119,Finished reading,""
Celluloid Indians: Native Americans and Film,Neva Jacquelyn Kilpatrick,9780803277908,Finished reading,""
Lasso the Wind: Away to the New West,Timothy Egan,9780679781820,Finished reading,""
Like a Hurricane: The Indian Movement from Alcatraz to Wounded Knee,Paul Chaat Smith,9781565843165,Finished reading,""
Politics and Film: The Political Culture of Film in the United States,Daniel P. Franklin,9780742538092,Finished reading,""
The Whole World is Watching: Mass Media in the Making and Unmaking of the New Left with a New Preface,Todd Gitlin,9780520239326,Finished reading,""
The Comanche Empire,Pekka Hämäläinen,9780300126549,Finished reading,""
Regionalism and the Humanities,Timothy R. Mahoney,9780803276345,Finished reading,""
"Decentering the Regime: Ethnicity, Radicalism, and Democracy in Juchitán, Mexico",Jeffrey W. Rubin,9780822320500,Finished reading,""
"Mexican National Identity: Memory, Innuendo, and Popular Culture",William H. Beezley,9780816526895,Finished reading,""
Custer Died for Your Sins: An Indian Manifesto,Vine Deloria Jr.,9780806121291,Finished reading,""
A Nation Under Our Feet: Black Political Struggles in the Rural South from Slavery to TheGreat Migration,Steven Hahn,9780674011694,Finished reading,""
A Nation Among Nations: America's Place in World History,Thomas Bender,9780809095278,Finished reading,""
"American Slavery, American Freedom",Edmund S. Morgan,9780393324945,Finished reading,""
Rude Republic: Americans and Their Politics in the Nineteenth Century,Glenn C. Altschuler,9780691001302,Finished reading,""
"Cradle of the Middle Class: The Family in Oneida County, New York, 1790-1865",Mary P. Ryan,9780521232005,Finished reading,""
The Radicalism of the American Revolution,Gordon S. Wood,9780679736882,Finished reading,""
"Nebraska 1875: Its Advantages, Resources, and Drawbacks",Edwin A. Curley,9780803264687,Finished reading,""
The Natural West: Environmental History in the Great Plains and Rocky Mountains,Dan Flores,9780806135373,Finished reading,""
"Unaffected by the Gospel: Osage Resistance to the Christian Invasion, 1673-1906: A Cultural Victory",Willard Hughes Rollings,9780826335586,Finished reading,""
Uncivil War: Intellectuals and Identity Politics during the Decolonization of Algeria,James D. Le Sueur,9780803280281,Finished reading,""
Whiteness of a Different Color: European Immigrants and the Alchemy of Race,Matthew Frye Jacobson,9780674951914,Finished reading,""
The Cheese and the Worms: The Cosmos of a Sixteenth-Century Miller,Carlo Ginzburg,9780801843877,Finished reading,""
The Native Ground: Indians and Colonists in the Heart of the Continent,Kathleen DuVal,9780812219395,Finished reading,""
To America: Personal Reflections of an Historian,Stephen E. Ambrose,9780743202756,Finished reading,""
A Time for Choosing: The Rise of Modern American Conservation,Jonathan Schoenwald,9780195157260,Finished reading,""
Stealing Elections: How Voter Fraud Threatens Our Democracy,John Fund,9781594030611,Finished reading,""
Bush at War,Bob Woodward,9780743244619,Finished reading,""
The Clinton Wars,Sidney Blumenthal,9780374125028,Finished reading,""
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,9781400046843,Finished reading,""
Booknotes: On American Character,Brian  Lamb,9781586482329,Finished reading,""
Alexander the Great,Paul Anthony Cartledge,9781585675654,Finished reading,""
Uneven Ground: American Indian Sovereignty and Federal Law,David E. Wilkins,9780806133959,Finished reading,""
To Hell with Honor: Custer and the Little Bighorn,Larry Sklenar,9780806131566,Finished reading,""
American Indians and World War II: Toward a New Era in Indian Affairs,Alison R. Bernstein,9780806131849,Finished reading,""
"The Rapid City Indian School, 1898–1933",Scott Riney,9780806131627,Finished reading,""
Mcgovern A Biography,Robert Sam Anson,9780030047510,Finished reading,""
"Remembering the Alamo: Memory, Modernity, and the Master Symbol",Richard R. Flores,9780292725409,Finished reading,""
The Return of the Native: American Indian Political Resurgence,Stephen Cornell,9780195065756,Finished reading,""
Major Problems in American History Since 1945: Documents and Essays,Robert W. Griffith,9780395868508,Finished reading,""
The Unquiet Grave: The FBI and the Struggle for the Soul of Indian Country,Steve Hendricks,9781560257356,Finished reading,""
Ruling Pine Ridge: Oglala Lakota Politics from the IRA to Wounded Knee,Akim D. Reinhardt,9780896726017,Finished reading,""
The Odyssey,Homer,9780143039952,Finished reading,""
Animal Farm,George Orwell,9780452284241,Finished reading,""
"Davy Crockett: The Man, the Legend, the Legacy, 1786-1986",Michael A. Lofaro,9780870494598,Finished reading,""
Sleuthing the Alamo: Davy Crockett's Last Stand and Other Mysteries of the Texas Revolution,James E. Crisp,9780195163506,Finished reading,""
We Were Soldiers Once...and Young: Ia Drang--The Battle That Changed the War in Vietnam,Harold G. Moore,9780679411581,Finished reading,""
Soldiers Story,Ron Steinman,9781575001371,Finished reading,""
America's Splendid Little Wars: A Short History Of U.S. Engagements From The Fall Of Saigon To Baghdad,Peter A. Huchthausen,9780142004654,Finished reading,""
Americans at War,Stephen E. Ambrose,9780425165102,Finished reading,""
Black Hawk Down: A Story of Modern War,Mark Bowden,9780140288506,Finished reading,""
War Stories: Operation Iraqi Freedom,Oliver North,9780895260635,Finished reading,""
"Chief    Marine Corps Warrior: The Life Of John P. """"Pat"""" Flynn, Jr",Sean J. Flynn,9780897452670,Finished reading,""
Six Days of War: June 1967 and the Making of the Modern Middle East,Michael B. Oren,9780345461926,Finished reading,""
The Yom Kippur War: The Epic Encounter That Transformed the Middle East,Abraham Rabinovich,9780805211245,Finished reading,""
Fighter Wing: A Guided Tour of an Air Force Combat Wing (Guided Tour),Tom Clancy,9780425149577,Finished reading,""
Intelligence in War: Knowledge of the Enemy from Napoleon to Al-Qaeda,John Keegan,9780375400537,Finished reading,""
"An Unfinished Life: John F. Kennedy, 1917-1963",Robert Dallek,9780316172387,Finished reading,""
College on the Hill,Amy Dunkle,9781575792712,Finished reading,""
Utopia in Power: The History of the Soviet Union from 1917 to the Present,Mikhail Heller,9780671462420,Finished reading,""
A History of the Arab Peoples,Albert Hourani,9780446393928,Finished reading,""
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,9780684818863,Finished reading,""
"Undaunted Courage: Meriwether Lewis, Thomas Jefferson, and the Opening of the American West",Stephen E. Ambrose,9780684826974,Finished reading,""
"The Middle East: A Brief History of the Last 2,000 Years",Bernard Lewis,9780684832807,Finished reading,""
A Peace to End All Peace: The Fall of the Ottoman Empire and The Creation of the Modern Middle East,David Fromkin,9780805068849,Finished reading,""
Profiles in Courage,John F. Kennedy,9780060530624,Finished reading,""
The Road to Stalingrad: Stalin`s War with Germany,John Erickson,9780300078121,Finished reading,""
Barbarossa,Alan Clark,9780688042684,Finished reading,""
Flyboys: A True Story of Courage,James D. Bradley,9780316105842,Finished reading,""
"The Battle of Alamein: Turning Point, World War II",John Bierman,9780670030408,Finished reading,""
Hitler and His Generals: Military Conferences 1942-1945,David M. Glantz,9781929631094,Finished reading,""
When Titans Clashed: How the Red Army Stopped Hitler,David M. Glantz,9780700608997,Finished reading,""
"Endkampf: Soldiers, Civilians, and the Death of the Third Reich",Stephen G. Fritz,9780813123257,Finished reading,""
No End Save Victory: Perspectives on World War II,Robert Cowley,9780425183380,Finished reading,""
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,9780671728687,Finished reading,""
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,9780743224543,Finished reading,""
Citizen Soldiers: The US Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Stephen E. Ambrose,9780684848013,Finished reading,""
"D-Day: June 6, 1944:  The Climactic Battle of World War II",Stephen E. Ambrose,9780684801377,Finished reading,""
Hitler's Jewish Soldiers: The Untold Story of Nazi Racial Laws and Men of Jewish Descent in the German Military,Bryan Mark Rigg,9780700613588,Finished reading,""
Martyred Village: Commemorating the 1944 Massacre at Oradour-sur-Glane,Sarah  Farmer,9780520224834,Finished reading,""
IBM and the Holocaust: The Strategic Alliance between Nazi Germany and America's Most Powerful Corporation,Edwin Black,9780609607992,Finished reading,""
The Good War: An Oral History of World War II,Studs Terkel,9781565843431,Finished reading,""
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,9780805066692,Finished reading,""
Ojibwa Warrior: Dennis Banks and the Rise of the American Indian Movement,Dennis Banks,9780806136912,Finished reading,""
"Five Indian Tribes of the Upper Missouri: Sioux, Arickaras, Assiniboines, Crees, Crows",Edwin Thompson Denig,9780806113081,Finished reading,""
The End Of Utopia: Politics and Culture in an Age of Apathy,Russell Jacoby,9780465020010,Finished reading,""
The Sixties,Terry H. Anderson,9780321156372,Finished reading,""
Where White Men Fear to Tread: The Autobiography of Russell Means,Russell Means,9780312147617,Finished reading,""
Marxism and Native Americans,Ward Churchill,9780896081772,Finished reading,""
